session_title,session_abbreviation,session_type,session_topic,session_date,session_time_start,session_time_end,session_location,session_details,session_chair,abstract_title,abstract_time_start,abstract_time_end,authors,abstract_status,abstract_sort_order
Extrasolar Planets: Detection Poster Session,137,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Progress on an external occulter testbed at flight Fresnel numbers,5:30 PM,6:30 PM,Y. Kim*; D. Sirbu; M. Galvin; N. J. Kasdin; R. J. Vanderbei,Sessioned,26
Extrasolar Planets: Detection Poster Session,137,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Suppression of Astronomical Sources Using Starshades and the McMath-Pierce Solar Telescope,5:30 PM,6:30 PM,M. Novicki*; S. Warwick; D. Smith; M. Richards; A. Harness,Sessioned,27
Extrasolar Planets: Detection Poster Session,137,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Measurements of High-Contrast Starshade Performance in the Field,5:30 PM,6:30 PM,D. Smith*; T. M. Glassman; S. Warwick; M. Novicki; M. Richards; K. Patterson; A. Harness,Sessioned,28
Extrasolar Planets: Detection Poster Session,137,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,WFIRST Exoplanet Imaging: Can Broadband Colors Efficiently Descriminate Planets from the Background?,5:30 PM,6:30 PM,M. C. Turnbull*; R. C. Kotulla; J. S. Gallagher; A. Merrelli; T. L'Ecuyer; G. Fu; R. Hu,Sessioned,29
HAD IV: History of Astronomy Poster Session,134,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Stonehenge’s Greater Cursus,5:30 PM,6:30 PM,P. Burley*; H. D. Mooers,Sessioned,1
HAD IV: History of Astronomy Poster Session,134,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Urania in the Marketplace: The Selling of Mt. Palomar,5:30 PM,6:30 PM,K. S. Rumstay*,Sessioned,2
HAD IV: History of Astronomy Poster Session,134,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Preserving the History of Wesleyan University’s Van Vleck Observatory,5:30 PM,6:30 PM,R. E. Kilgard*; P. Erickson; W. Herbst; S. Redfield; A. Williams,Sessioned,3
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Developing an Interferometer to Measure the Global 21cm Monopole,5:30 PM,6:30 PM,R. Domagalski*; N. Patra; C. Day; A. Parsons,Sessioned,1
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,The Half Wave Plate Rotator for the BLAST-TNG Balloon-Borne Telescope,5:30 PM,6:30 PM,H. Setiawan*; P. Ashton; G. Novak; F. E. Angilè; M. J. Devlin; N. Galitzki; P. Ade; S. Doyle; E. Pascale; G. Pisano; C. E. Tucker,Sessioned,2
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,The CCAT 25m-class Submillimeter Telescope,5:30 PM,6:30 PM,M. Fich*,Sessioned,3
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Development of Kinetic Inductance Detectors for Far-Infrared Spectroscopy,5:30 PM,6:30 PM,A. Barlis*; J. E. Aguirre; T. Stevenson,Sessioned,4
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,FIREhose: Reducing Data from FIRE,5:30 PM,6:30 PM,H. D. Fica*; E. Lambrides; J. Faherty; K. L. Cruz,Sessioned,5
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,MIRADAS: The Multi-Object R=22K Near-IR Spectropolarimeter for the 10.4-meter GTC,5:30 PM,6:30 PM,S. S. Eikenberry*,Sessioned,6
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Laboratory Performance and Commissioning of the CHARIS IFS,5:30 PM,6:30 PM,T. D. Groff*; N. J. Kasdin; M. Galvin; M. Peters; J. K. Chilcote; T. Brandt; G. R. Knapp; M. Carr; C. Loomis; M. W. McElwain; K. Mede; O. Guyon; N. Jovanovic; N. Takato; M. Hayashi,Sessioned,7
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,An Autonomous Ultra-High Frequency Satellite Downlink Station for the Arecibo Observatory,5:30 PM,6:30 PM,C. Mussman*,Sessioned,8
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Steps Toward Real-Time Atmospheric Phase Fluctuation Correction for a High Resolution Radar System,5:30 PM,6:30 PM,G. R. Denn*; B. Geldzahler; R. Birr; R. Brown; R. Hoblitzell; K. Grant; M. Miller; G. Woods; A. Archuleta; M. Ciminera; T. Cornish; f. davarian; j. kocz; d. lee; D. D. Morabito; M. Soriano; P. Tsao; V. Vilnrotter; H. Jakeman-Flores; m. Ott; W. Thomes; J. Soloff,Sessioned,9
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Advanced astronomical interference filters from SCHOTT technology,5:30 PM,6:30 PM,A. B. Hull*; S. Reichel; U. Brauneck ; S. Bourquin; A. Marin-Franch,Sessioned,10
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,The Effects of Commercial Airline Traffic on LSST Observing Efficiency,5:30 PM,6:30 PM,R. Gibson*; C. Claver,Sessioned,11
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Study of Optical Mode Scrambling of Fiber Optics for High Precision Radial Velocity Measurements,5:30 PM,6:30 PM,A. Cassette*; J. Ge; S. Jeram; K. Klanot; B. Ma; F. Varosi,Sessioned,12
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Breaking the 1m/s RV Precision Limit,5:30 PM,6:30 PM,E. Bechter*; J. R. Crepp; D. King; J. Crass; A. Bechter; R. Ketterer,Sessioned,13
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Verification of Absolute Calibration of Quantum Efficiency for LSST CCDs,5:30 PM,6:30 PM,R. Coles*; J. Chiang; D. Cinabro; W. Gilbertson; j. Haupt; I. Kotov; H. Neal; A. Nomerotski; P. O'Connor; C. Stubbs; P. Takacs,Sessioned,14
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,An Investigation of CCD Charge Transfer and Detector Anomalies for a Low Light Level Application,5:30 PM,6:30 PM,S. Dixon*; G. S. Aldering; R. Domagalski; K. Boone; P. Fagrelius; B. Hayden; S. Perlmutter; C. Saunders; C. Sofiatti,Sessioned,15
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,The Renovation and Future Capabilities of the Thacher Observatory,5:30 PM,6:30 PM,K. O'Neill*; N. Osuna; N. Edwards; D. Klink; J. Swift; C. Vyhnal; K. Meyer,Sessioned,16
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Astronomy Legacy Project – Pisgah Astronomical Research Institute,5:30 PM,6:30 PM,T. Barker*; M. W. Castelaz; L. Rottler; J. D. Cline,Sessioned,17
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Detection Limit for the Globally Distributed Falcon Telescope Network and Viability for Exoplanet Detection,5:30 PM,6:30 PM,S. Novotny*; D. Polsgrove; F. Chun; R. Tippets; D. J. Della-Rose; r. carlson,Sessioned,18
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,LRS2: A New Integral Field Spectrograph for the HET,5:30 PM,6:30 PM,S. E. Tuttle*; G. J. Hill; T. S. Chonis; S. Tonnesen,Sessioned,19
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Magdalena Ridge Observatory Interferometer – New Path to First Light,5:30 PM,6:30 PM,M. J. Creech-Eakman*; I. Payne; C. Haniff; D. Buscher; J. Young; V. Romero,Sessioned,20
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Bringing Perfect Vision to the Daniel K. Inouye Solar Telescope,5:30 PM,6:30 PM,R. Matijevich*; E. Johansson; L. Johnson; J. Cavaco,Sessioned,21
Instrumentation: Ground Based or Airborne Poster Session,146,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Characterization of Silicon Moth-Eye Antireflection Coatings for Astronomical Applications in the Infrared,5:30 PM,6:30 PM,S. Jeram*; J. Ge; P. Jiang; B. Phillips,Sessioned,22
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,SPHEREx: An All-Sky Spectral Survey,5:30 PM,6:30 PM,J. Bock*,Sessioned,1
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Probing the Origin and Evolution of Interstellar and Protoplanetary Biogenic Molecules: A Comprehensive Survey of Interstellar Ices with SPHEREx,5:30 PM,6:30 PM,G. J. Melnick*,Sessioned,2
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,SPHEREx: Probing the Physics of Inflation,5:30 PM,6:30 PM,O. Dore*,Sessioned,3
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,SPHEREx: Understanding the Origin and Evolution of Galaxies Through the Extragalactic Background Light,5:30 PM,6:30 PM,M. B. Zemcov*,Sessioned,4
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,SPHEREx: Science Opportunities for the Astronomical Community,5:30 PM,6:30 PM,A. R. Cooray*,Sessioned,5
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,SPHEREx: Instrument design and implementation,5:30 PM,6:30 PM,P. Korngut*,Sessioned,6
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,WFC3/UVIS 2.0,5:30 PM,6:30 PM,S. E. Deustua*; J. Mack; A. Bowers,Sessioned,7
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,HST WFC3/UVIS: charge transfer efficiency monitoring and mitigation,5:30 PM,6:30 PM,S. M. Baggett*; M. L. Sosey; J. Anderson; C. Gosmeyer; M. Bourque; V. Bajaj; H. G. Khandrika; C. Martlin; V. Kozhurina-Platais; E. Sabbi,Sessioned,8
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,HST WFC3/IR Calibration Updates,5:30 PM,6:30 PM,M. Durbin*; G. Brammer; K. S. Long; N. Pirzkal; R. E. Ryan; P. R. McCullough; S. M. Baggett; C. Gosmeyer; M. Bourque,Sessioned,9
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,HST WFC3: Instrument Status and Advice for Cycle 24 Proposers,5:30 PM,6:30 PM,E. Sabbi*,Sessioned,10
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Updates on the Performance and Calibration of HST/STIS,5:30 PM,6:30 PM,S. A. Lockwood*; J. H. Debes; J. Ely; T. Monroe; J. A. Biretta; G. De Rosa; M. Fix; A. Fox; R. I. Jedrzejewski; C. M. Oliveira; M. S. Peeples; S. V. Penton; R. Plesha; C. R. Proffitt; J. Roman-Duval; D. J. Sahnow; P. Sonnentrucker; J. M. Taylor; N. R. Walborn; J. White,Sessioned,11
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Pixel-Based CTI Corrections for HST/STIS CCD Data,5:30 PM,6:30 PM,J. A. Biretta*; S. A. Lockwood; J. H. Debes,Sessioned,12
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,The Future of Flats Onboard JWST with the Near Infrared Camera,5:30 PM,6:30 PM,B. H. Brooks*,Sessioned,13
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Observer’s Interface for JWST Observation Specifications,5:30 PM,6:30 PM,M. Link*; R. Douglas; C. Moriarty; A. Roman,Sessioned,14
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,JWST/MIRI Data Reduction Pipeline,5:30 PM,6:30 PM,S. N. Bright*,Sessioned,15
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Relationship of Science Return to Potential Architectures for WFIRST,5:30 PM,6:30 PM,J. Arenberg*; A. Conti; B. Lottman; R. S. Polidan,Sessioned,16
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Post-processing images from the WFIRST-AFTA coronagraph testbed,5:30 PM,6:30 PM,N. T. Zimmerman*; M. Ygouf; L. Pueyo; R. Soummer; M. D. Perrin; B. Mennesson; E. Cady; C. M. Prada,Sessioned,17
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,PSF subtraction for the WFIRST-AFTA coronagraph,5:30 PM,6:30 PM,M. Ygouf*; L. Pueyo; N. T. Zimmerman; R. Soummer; M. D. Perrin; B. Mennesson; J. E. Krist; G. Vasisht; B. Nemati; B. Macintosh,Sessioned,18
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Multiple Gigabit-per-Second Class Data Link Enabling WFIRST at L2,5:30 PM,6:30 PM,R. S. Polidan*; J. Munger; A. Conti,Sessioned,19
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,The Space Infrared Telescope for Cosmology and Astrophysics (SPICA) in the New Framework,5:30 PM,6:30 PM,C. Bradford*,Sessioned,20
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,The Guest Investigator Program for the Transiting Exoplanet Survey Satellite (TESS),5:30 PM,6:30 PM,S. Rinehart*; G. R. Ricker; S. Seager; D. W. Latham; R. K. Vanderspek; J. N. Winn,Sessioned,21
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,LUVOIR and HabEx mission concepts enabled by NASA’s Space Launch System,5:30 PM,6:30 PM,H. P. Stahl*,Sessioned,22
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,An Engineering Design Reference Mission for a Future Large-Aperture UVOIR Space Observatory,5:30 PM,6:30 PM,H. A. Thronson*; M. R. Bolcar; M. Clampin; J. A. Crooke; D. Redding; N. Rioux; H. P. Stahl,Sessioned,23
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Life Finder Detectors; Detector Needs and Status for Spectroscopic Biosignature Characterization,5:30 PM,6:30 PM,B. J. Rauscher*; M. R. Bolcar; M. Clampin; S. Domagal-Goldman; M. W. McElwain; S. H. Moseley; C. Stahle; C. C. Stark; H. A. Thronson,Sessioned,24
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Modular Orbital Demonstration of an Evolvable Space Telescope (MODEST),5:30 PM,6:30 PM,B. Baldauf*; A. Conti,Sessioned,25
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,BurstCube: A CubeSat for Gravitational Wave Counterparts,5:30 PM,6:30 PM,J. L. Racusin*; J. S. Perkins; M. S. Briggs; G. De Nolfo; J. Krizmanic; V. Connaughton; J. E. McEnery,Sessioned,26
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,The Astro-H In-Flight Calbration Plan,5:30 PM,6:30 PM,L. Brenneman*,Sessioned,27
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Arcus: An X-ray Grating Spectroscopy Mission,5:30 PM,6:30 PM,R. K. Smith*,Sessioned,28
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Data Collection and Recording on the Wisconsin/GSFC X-ray Quantum Calorimeter,5:30 PM,6:30 PM,L. O'Neill*,Sessioned,29
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Here There Be Dragons: Characterization of ACS/WFC Scattered Light Anomalies,5:30 PM,6:30 PM,B. Porterfield*; D. A. Coe,Sessioned,30
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,Focal plane actuation for the development of a high resolution suborbital telescope,5:30 PM,6:30 PM,A. D. Miller*; P. A. Scowen; T. Veach,Sessioned,31
Instrumentation: Space Missions Poster Session,147,Poster Session,,05-Jan-2016,5:30 PM,6:30 PM,Exhibit Hall A (Gaylord Palms Resort and Convention Center),,,ACCESS Sub-system Performance,5:30 PM,6:30 PM,M. Kaiser*; M. J. Morris; L. N. Aldoroty; D. Godon; R. Pelton; S. R. McCandliss; R. L. Kurucz; J. W. Kruk; B. J. Rauscher; R. A. Kimble; E. L. Wright; D. J. Benford; J. P. Gardner; P. D. Feldman; H. W. Moos; A. G. Riess; R. Bohlin; S. E. Deustua; W. V. Dixon; D. J. Sahnow; M. Lampton; S. Perlmutter,Sessioned,32
